發生地點,經度,緯度
宜蘭縣宜蘭市鎮平二路口 / 宜蘭縣宜蘭市慈航一路口,121.741774,24.765705
新北市五股區新北市五股區中興路3段2巷10號與中興路,121.447698,25.083632
嘉義縣太保市南新里159線13公里400公尺處,120.387420,23.496098
嘉義縣新港鄉南港村南港9號前,120.315631,23.560968
彰化縣鹿港鎮廖厝里廖厝巷 / 彰化縣鹿港鎮廖厝里廖厝巷,120.468392,24.085358
花蓮縣玉里鎮長良23號前,121.287824,23.274760
新竹縣竹北市福興路口 / 新竹縣竹北市嘉勤南路,121.014827,24.820777
新北市五股區新北市五股區登林路74號,121.429202,25.069413
臺南市新營區王公里中正路口 / 臺南市新營區王公里中正路口,120.316341,23.318182
新竹縣竹東鎮國道3號 90公里400.0公尺處北側向中線,121.077315,24.762436
彰化縣二林鎮趙甲里鎮平巷前0.0公尺,120.394914,23.936865
臺北市內湖區成美橋前0.0公尺,121.582633,25.054483
彰化縣埤頭鄉元埔村農場路前0.0公尺,120.495306,23.874511
新北市汐止區新北市汐止區新台五路2段240號(536041燈桿旁),121.672210,25.065983
高雄市鳳山區國道1號 370公里北側向中線,120.337037,22.617258
桃園市蘆竹區八德一路前0.0公尺,121.345154,25.065914
嘉義縣竹崎鄉灣橋村5鄰朴子埔181號前東向,120.512795,23.490211
新北市新店區新北市新店區新烏路1段58號之2,121.546022,24.949787
新竹縣關西鎮錦山里10鄰115號暗潭高幹244E3282AE07電桿,121.257936,24.779685
高雄市美濃區村光復街59號前0.0公尺前,120.541800,22.869060
新竹縣湖口鄉勝利路1段68號,121.033390,24.867717
新北市永和區新北市永和區環河西路2段,121.499881,25.008991
桃園市大園區中山南路(113線6K往青埔),121.212797,25.041087
高雄市甲仙區村台29省道34.5K號前0.0公尺前,120.587900,23.088090
新竹縣關西鎮國道3號 78公里南側向內側,121.147636,24.806710
嘉義縣鹿草鄉下麻村嘉39線3公里500公尺處附近,120.348724,23.422742
臺南市北區忠義路三段口 / 臺南市北區佑民街,120.205117,22.998940
高雄市大社區中山路42-1號前0.0公尺,120.342994,22.732372
苗栗縣卓蘭鎮中正路8號,120.823965,24.310322
屏東縣屏東市復興南路2段前0.0公尺南側,120.485072,22.634190
雲林縣虎尾鎮平和里青埔防汛道路燈桿(編號138)前,120.451622,23.700479
新竹縣北埔鄉台3線79.8公里,121.064659,24.706351
雲林縣褒忠鄉王厝寮龍巖分線王厝67西3電桿旁,120.343416,23.735315
臺南市安定區新吉里國道8號側車道新吉281-19號前0.0公尺,120.208730,23.089265
新北市坪林區新北市坪林區106乙線20.5公里處,121.684445,24.945417
臺北市士林區環河北路3段 / 臺北市士林區社中街,121.501261,25.090454
桃園市中壢區榮民南路665-1號前0.0公尺,121.258083,24.942742
臺中市太平區福隆里太堤東路前0.0公尺,120.731555,24.123305
彰化縣彰化市福田里彰南路6段19號前0.0公尺前,120.618560,24.058608
嘉義縣朴子市順天里文化北路口 / 嘉義縣朴子市四維路3段,120.241144,23.468125
雲林縣麥寮鄉麥津村中與路311號前0.0公尺,120.251000,23.757835
新北市泰山區新北市泰山區明志路2段與新生路,121.428278,25.051751
嘉義市西區大溪里高鐵大道前0.0公尺,120.403531,23.486743
花蓮縣吉安鄉海岸路86號前0.0公尺,121.592143,23.960681
花蓮縣秀林鄉景美村加灣178之20號前以北200公尺處,121.613208,24.092052
新北市三重區新北市三重區仁愛街與元信二街,121.489488,25.082266
彰化縣溪湖鎮西勢里彰水路1段367號前0.0公尺前,120.482903,23.937521
臺南市七股區台17線 155公里200.0公尺處口,120.134359,23.163904
臺南市關廟區國道3號 353公里北側向中線,120.333961,22.971824
高雄市小港區村北林路11號前0.0公尺,120.371346,22.555459
桃園市觀音區台61線平面道路與保障五路口,121.137599,25.070460
臺中市南區福平里復興路2段160號前0.0公尺,120.665552,24.126573
雲林縣臺西鄉和豐村台17線,120.237431,23.736859
臺南市永康區王行路口 / 臺南市永康區永科王田大道口,120.275061,23.046686
桃園市桃園區國際路二段口 / 桃園市桃園區益壽七街口,121.288397,24.991723
臺中市豐原區大湳里三豐路1段前0.0公尺,120.720211,24.259456
新竹縣竹北市中華路口 / 新竹縣竹北市中華路857巷口口,121.005149,24.847518
桃園市新屋區員本里民富幹58號前(富岡所;Q110060029),121.085526,24.952544
臺南市安南區台江大道三段,120.182833,23.060888
宜蘭縣礁溪鄉礁溪路7段89號前0.0公尺附近,121.786708,24.836945
雲林縣二崙鄉田尾村雲33道路路燈電桿230742號旁路口,120.418971,23.759881
桃園市新屋區新生里中山路570號前0.0公尺,121.098520,24.973629
雲林縣虎尾鎮惠來里雲145乙線296127號燈桿前,120.479795,23.735770
臺南市東山區縣165線 16公里附近,120.406865,23.333535
高雄市林園區鳳林路1段 / 高雄市林園區東林東路,120.397619,22.503794
臺中市神岡區中山路口 / 臺中市神岡區中山路口,120.682509,24.246788
桃園市楊梅區富岡里新明街766號前0.0公尺西側,121.064782,24.930017
彰化縣彰化市國道1號 199公里800.0公尺處北側向中線,120.553433,24.099015
桃園市中壢區莊敬路口 / 桃園市中壢區普騰街,121.255168,24.964448
宜蘭縣宜蘭市南津路口 / 宜蘭縣宜蘭市凱旋路口,121.760812,24.720393
高雄市楠梓區加昌路 / 高雄市楠梓區加昌路,120.319356,22.723574
新北市林口區新北市林口區台15線道18.6K處,121.343132,25.101927
嘉義市西區北新里文化路1059之1號前0.0公尺,120.436877,23.506612
高雄市左營區文育路 / 高雄市左營區文瑞路,120.316600,22.676690
臺南市學甲區台84線 5公里500.0公尺處,120.180327,23.264679
新竹縣竹北市國道1號 90公里400.0公尺處南側向外側,121.019194,24.827118
臺中市石岡區和盛里豐勢路56號前0.0公尺,120.815603,24.260721
雲林縣二崙鄉油車村埤腳42號前,120.380998,23.801584
桃園市中壢區環北路72號前0.0公尺附近,121.218502,24.966084
新竹縣竹東鎮中興路二段100號前,121.065376,24.758973
新竹市北區經國路二段580號前,120.954639,24.802577
臺南市中西區西門路二段東側 / 臺南市中西區郡緯街北側,120.200645,22.998528
臺中市北屯區舊社里松竹路一段 / 臺中市北屯區舊社里敦富路,120.707465,24.182533
臺中市北區光大里公園路 / 臺中市北區光大里柳川西路,120.678100,24.148862
臺南市七股區永吉里(北塭高幹12右10)電桿前未命道路路口,120.127855,23.098971
桃園市觀音區忠愛路1段90號前0.0公尺,121.166292,24.994214
雲林縣麥寮鄉橋頭村11鄰橋頭301號前,120.271657,23.790445
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,121.529780,25.043090
臺南市歸仁區大廟里大廟六街253巷、台三九(附近),120.282297,23.001732
新竹市東區明湖路408號,120.967486,24.785215
臺中市南屯區豐樂里永春東路 / 臺中市南屯區豐樂里豐富路,120.648100,24.134670
桃園市大園區建國路附近 / 桃園市大園區海港路,121.252644,25.111079
花蓮縣花蓮市中興路西側 / 花蓮縣花蓮市忠義二街口,121.632397,23.992464
宜蘭縣宜蘭市東港路2段26號前0.0公尺,121.770709,24.750835
臺南市東區崇善路口 / 臺南市東區崇德十五街口,120.230506,22.970421
新北市板橋區縣民大道1段口 / 新北市板橋區民權路口,121.458208,25.007392
臺中市龍井區福田里臨港東路二段 / 臺中市龍井區福田里臨港東路二段,120.516815,24.197798
嘉義市西區重興里自由路 / 嘉義市西區重興里友忠路,120.441117,23.485270
臺南市鹽水區歡雅里南6線與南5線路口,120.240279,23.291762
彰化縣永靖鄉崙子村至賢巷前0.0公尺,120.570138,23.934193
臺南市佳里區台19線 119公里北側向機車優先道,120.189030,23.197639
嘉義縣梅山鄉瑞峰村162甲線36公里500公尺處,120.671455,23.553719
嘉義縣溪口鄉坪頂村民族東路坪頂31分10號電桿處,120.407045,23.601033
高雄市路竹區環球路476號前0.0公尺,120.258253,22.881387
桃園市中壢區山東路903巷B2035EA14桿旁,121.171304,25.014825
桃園市龍潭區中原路2段口 / 桃園市龍潭區六槓寮路口,121.192276,24.844749
屏東縣崁頂鄉崁頂村中興路43號前0.0公尺,120.509943,22.512228
新北市永和區環河西路2段口 / 新北市永和區保生路口,121.499881,25.008991
臺中市西區忠明里臺灣大道二段407號前0.0公尺,120.663356,24.154769
南投縣名間鄉出林虎路1段636號前0.0公尺,120.653992,23.851863
高雄市內門區182縣道29.6公里號前0.0公尺,120.427050,22.929094
新竹市北區中正路附近 / 新竹市北區境福街附近,120.961044,24.815574
臺中市后里區舊社里舊社路前0.0公尺,120.689927,24.290500
花蓮縣鳳林鎮平善路口 / 花蓮縣鳳林鎮民國街口,121.464825,23.773309
新竹縣湖口鄉民生街363號前0.0公尺,121.054649,24.904832
屏東縣東港鎮中正路二段與沿海路路口,120.467480,22.480901
臺北市中山區民權東路2段196號前0.0公尺,121.536079,25.062325
高雄市三民區國道1號 363公里400.0公尺處南側向路肩,120.333205,22.656458
臺北市士林區百齡橋前0.0公尺,121.509007,25.086686
臺東縣卑南鄉泰安村泰安路425號前0.0公尺,121.068905,22.798976
新北市土城區新北市土城區承天路053608號燈桿處,121.436049,24.966143
新竹縣峨眉鄉台3線 89公里400.0公尺處,120.993842,24.700820
新北市鶯歌區鶯桃路口 / 新北市鶯歌區永吉街口,121.342275,24.951636
宜蘭縣宜蘭市黎明二路口 / 宜蘭縣宜蘭市黎明二路口,121.773713,24.748286
彰化縣福興鄉西勢村福建路126號前0.0公尺,120.434404,24.039568
新北市三重區河邊北街口 / 新北市三重區河邊北街口,121.503661,25.068101
臺中市北屯區松強里松竹路 / 臺中市北屯區松強里松和街,120.693282,24.182942
臺南市鹽水區岸內里蔦松路(路燈編號591267)前,120.272135,23.333636
桃園市大園區三民路2段810-1號前0.0公尺附近,121.260969,25.069873
屏東縣九如鄉九如路一段69之8號前,120.488595,22.722886
臺北市大同區民生西路 / 臺北市大同區環河北路1段,121.508185,25.056895
屏東縣枋山鄉台26線 6公里900.0公尺處北側向路肩,120.700097,22.153352
桃園市中壢區東園路附近 / 桃園市中壢區吉林路附近,121.239306,24.979223
屏東縣萬丹鄉竹林村竹林路28號,120.510417,22.596241
高雄市鼓山區中華一路 / 高雄市鼓山區美術北三路,120.292308,22.662519
臺南市柳營區八翁里南69線3.4公里處,120.291292,23.271276
新竹市東區東大路口 / 新竹市東區北大路,120.969889,24.810966
苗栗縣頭份市興隆里苗２鄉道興國幹95D9266EA03號電桿前,120.940109,24.704443
臺北市北投區洲美街267號前0.0公尺,121.499093,25.106776
嘉義縣水上鄉義興村村里道路(燈桿編號:127887),120.416677,23.420924
桃園市觀音區廣大路542巷前0.0公尺附近,121.155247,25.032096
高雄市燕巢區深興路2054路燈號前0.0公尺東側,120.393401,22.773010
新北市瑞芳區台2線 77公里9.0公尺處東側,121.842028,25.122113
高雄市前鎮區擴建路 / 高雄市前鎮區建基街,120.297551,22.595945
苗栗縣銅鑼鄉國道1號 138公里南側向外側,120.787798,24.461485
臺中市新社區協中街前0.0公尺,120.813351,24.188069
桃園市楊梅區三湖里楊湖路1段818號前150.0公尺,121.121605,24.911434
高雄市路竹區大公路161號前0.0公尺,120.227600,22.861000
彰化縣埔心鄉仁里村王厝路288號前0.0公尺前,120.537821,23.929613
臺東縣關山鎮海端西庄1號,121.176354,23.085211
雲林縣土庫鎮土庫鎮後埔里雲158甲公路連興傢俱行前路口,120.368437,23.698010
南投縣草屯鎮中山里中興路38號前,120.681599,23.974379
臺南市柳營區人和里長榮路四段、無名道路-路口(柳營區570567路燈),120.293901,23.287475
屏東縣萬丹鄉新庄村中興路1段口 / 屏東縣萬丹鄉新庄村新社路口,120.476874,22.568447
彰化縣彰化市國道1號 196公里北側向內側,120.553433,24.099015
高雄市仁武區國道1號 358公里500.0公尺處北側向輔助,120.328824,22.705846
雲林縣莿桐鄉中山路與雲156線道口,120.496117,23.761193
臺中市大肚區新興里沙田路二段222號前0.0公尺,120.549464,24.140446
臺南市佳里區海澄里,120.161556,23.183682
桃園市龍潭區中豐路737號前0.0公尺附近,121.212684,24.889726
雲林縣水林鄉大溝村164公路(水林路燈090243號)對面,120.215987,23.573532
嘉義市東區民族里民族路 / 嘉義市東區民族里共和路,120.456303,23.476602
臺南市西港區台19線 127公里300.0公尺處附近向未加蓋水溝,120.199426,23.133966
臺中市南屯區國道1號 181公里300.0公尺處北側向內側,120.617928,24.139493
臺北市內湖區國道1號 18公里700.0公尺處南側向路肩,121.589230,25.065516
基隆市安樂區基金三路71-1號前0.0公尺,121.697248,25.154440
桃園市龜山區文化三路口 / 桃園市龜山區龜山一路口,121.361000,25.064227
臺南市永康區中正北路713號前0.0公尺,120.262097,23.046378
雲林縣口湖鄉成龍村台17線與雲131公路口,120.167604,23.557308
雲林縣土庫鎮後埔里雲158公路20公里處路口,120.369674,23.704837
彰化縣北斗鎮大新里四海路2段 / 彰化縣北斗鎮大新里斗中路,120.548923,23.871435
高雄市鳳山區中山東路227號前0.0公尺,120.372597,22.625055
臺東縣臺東市台11線 174公里,121.070355,22.710245
臺中市清水區中華路口 / 臺中市清水區中山路口,120.575785,24.278105
臺中市南屯區寶山里向上路五段前0.0公尺,120.595033,24.156897
新北市中和區和城路1段 / 新北市中和區連城路,121.485198,24.993454
臺中市西屯區協和里五權西路 / 臺中市西屯區協和里工業區二十八路,120.598150,24.163080
苗栗縣獅潭鄉台六線30公里處,120.877771,24.467961
宜蘭縣五結鄉孝威路南側 / 宜蘭縣五結鄉五結路2段,121.808954,24.687057
臺南市永康區大灣路942巷371弄92號前,120.253433,23.007770
屏東縣新園鄉內庄村興安路76號前0.0公尺,120.462690,22.526200
彰化縣芬園鄉芬園村縣芬路183號前0.0公尺,120.632992,24.009504
新北市板橋區南雅南路2段 / 新北市板橋區南雅南路2段,121.452231,24.996701
桃園市大溪區員東路289號旁(電桿三塊分線20支7),121.257671,24.885893
屏東縣屏東市復興路南側 / 屏東縣屏東市棒球路東側,120.486907,22.657715
南投縣草屯鎮碧洲里碧興路一段,120.656480,23.959664
臺南市南區永成路2段600號前0.0公尺,120.195583,22.954673
屏東縣新園鄉興安路328號前,120.459991,22.537062
臺中市中區繼光里民族路 / 臺中市中區繼光里繼光街,120.681521,24.137928
苗栗縣銅鑼鄉苗119線23.5KM(興隆村16號),120.815418,24.450253
彰化縣和美鎮犁盛里彰新路2段 / 彰化縣和美鎮犁盛里東谷路,120.535343,24.098581
臺中市后里區墩東里成功路 / 臺中市后里區墩東里文明路,120.717639,24.306852
屏東縣林邊鄉中山路281-1號前0.0公尺,120.514172,22.435116
新竹市香山區台61線與中華路五段208巷口,120.916702,24.785565
屏東縣長治鄉中興路635號,120.548806,22.694977
新北市坪林區新北市坪林區北宜公路54.1公里處,121.720231,24.901738
臺南市永康區中山北路699號,120.275278,23.030751
臺中市太平區聖和里長龍路一段中山巷158號前0.0公尺,120.753043,24.118547
高雄市田寮區國道3號 370公里100.0公尺處南側向外側,120.381792,22.851111
彰化縣二林鎮華崙里二溪路7段 / 彰化縣二林鎮華崙里二溪路7段,120.444650,23.954564
屏東縣萬丹鄉維新路西側 / 屏東縣萬丹鄉頂本路,120.498198,22.604950
臺北市文山區羅斯福路6段23號前0.0公尺,121.539819,24.999989
臺中市霧峰區丁台里丁台路 / 臺中市霧峰區丁台里丁台路,120.672783,24.044752
屏東縣內埔鄉北寧路二段1巷與樹寧巷口,120.559854,22.627195
臺中市沙鹿區清泉里中清路六段 / 臺中市沙鹿區清泉里東大路二段,120.614963,24.243550
臺北市大安區忠孝東路3段224號前0.0公尺,121.540396,25.041589
屏東縣屏東市忠孝路口 / 屏東縣屏東市廣東路,120.489077,22.687793
新北市八里區新北市八里區長道坑道路電桿399492,121.396111,25.109071
高雄市鳳山區五甲一路 / 高雄市鳳山區臨海路,120.345300,22.604630
臺中市北區邱厝里育德路2號前0.0公尺,120.680462,24.157328
高雄市梓官區赤崁東路90巷赤東0202路燈號前0.0公尺,120.250617,22.737009
高雄市小港區港美街 / 高雄市小港區小港路,120.340075,22.565256
基隆市暖暖區基隆市暖暖區八堵路八堵隧道口往市區方向,121.733213,25.110002
臺南市安南區安和路五段與安和路五段336巷,120.216101,23.069372
桃園市楊梅區台1線 51公里990.0公尺處南側向內側,121.109725,24.895519
新竹縣竹北市鳳岡路2段口 / 新竹縣竹北市鳳岡路2段口,120.976652,24.859527
屏東縣南州鄉七塊村七塊路6號前0.0公尺附近,120.502131,22.478842
臺東縣關山鎮台9線 320公里900.0公尺處北側,121.152701,23.018217
屏東縣佳冬鄉中山路南側 / 屏東縣佳冬鄉大同路西側,120.563086,22.428113
臺北市士林區延平北路6段 / 臺北市士林區通河西街2段,121.497967,25.093992
桃園市中壢區環西路2段101號前0.0公尺附近,121.209483,24.964076
桃園市桃園區三民路二段口 / 桃園市桃園區中央街口,121.315512,25.001108
雲林縣崙背鄉南陽村武昌巷路燈電桿211369號前,120.345302,23.761058
彰化縣埔心鄉義民村員鹿路2段67號前0.0公尺前,120.549625,23.952396
臺南市後壁區長短樹里南85線與後廓外環道口,120.333313,23.372045
桃園市龜山區文化一路41號前0.0公尺附近,121.370524,25.060931
雲林縣四湖鄉湖寮村下寮產業道路,120.224295,23.637832
宜蘭縣宜蘭市慈航路口 / 宜蘭縣宜蘭市雪峰路口,121.741353,24.768378
彰化縣彰化市富貴里中正路2段 / 彰化縣彰化市富貴里中華路,120.537008,24.077039
彰化縣彰化市國聖里國聖路175弄前0.0公尺,120.572646,24.104538
臺中市后里區公館里安眉路 / 臺中市后里區公館里福安路,120.740993,24.329555
新北市板橋區新北市板橋區堤外機車專用道路2K+500,121.469820,25.036062
新北市五股區新北市五股區臺64線道路五股二匝道往五股方向轉彎處,121.398394,25.141247
屏東縣新埤鄉新埤村萬興路185號附近,120.559685,22.469845
屏東縣屏東市自由路與口 / 屏東縣屏東市迪化一街口口,120.478683,22.681779
嘉義縣大埔鄉和平村台3線335公里處,120.606243,23.308373
臺中市大雅區西寶里昌平路四段515號前0.0公尺,120.670840,24.227260
嘉義縣大林鎮西林里民生路與中正路路口,120.451017,23.600061
宜蘭縣冬山鄉冬山路2段西側 / 宜蘭縣冬山鄉大安路南側,121.788790,24.634272
臺南市白河區南90 8公里700.0公尺處,120.440771,23.376413
新竹縣竹東鎮長春路3段261號前0.0公尺,121.081812,24.745390
桃園市中壢區圓光路2段口 / 桃園市中壢區大莊路口,121.172697,25.007993
雲林縣虎尾鎮西屯里大屯334號前,120.384376,23.703080
新北市八里區新北市八里區臺64線道路與臺64線道路八里匝道往中華路,121.444316,25.058071
南投縣草屯鎮北投里北投路159號前,120.664849,23.983981
高雄市大寮區鳳林二路 / 高雄市大寮區新厝路,120.411817,22.561158
臺中市大里區健民里仁化工三路 / 臺中市大里區健民里仁化工一路,120.725491,24.091424
彰化縣福興鄉台61線 183公里100.0公尺處南側向內側,120.394402,24.036757
高雄市橋頭區成功南路新莊1912路燈號前0.0公尺,120.314700,22.749350
屏東縣九如鄉台3線427.5公里與堤防路口,120.489824,22.739527
臺東縣卑南鄉台9線 345公里600.0公尺處,121.097182,22.864567
新北市貢寮區新北市貢寮區臺2線道路112.3公里處,121.944716,25.015890
臺中市霧峰區四德里四德路474-2號前0.0公尺,120.675742,24.063981
彰化縣埤頭鄉國道1號 218公里北側向中線,120.490954,23.879498
花蓮縣瑞穗鄉瑞祥村温泉路2段東側 / 花蓮縣瑞穗鄉瑞祥村北六路口,121.353587,23.493791
桃園市平鎮區南平路2段46號前0.0公尺,121.203068,24.921265
新北市淡水區新北市淡水區中正東路2段179號之往台北對面,121.460478,25.143585
臺中市沙鹿區居仁里臺灣大道七段957號前0.0公尺,120.563056,24.240000
新北市新莊區思源路 / 新北市新莊區中原路,121.460423,25.042322
嘉義縣太保市東勢里產業道路(燈桿安東15東分2附近),120.307717,23.463198
桃園市龍潭區中正路三坑段附近 / 桃園市龍潭區永福路口,121.244414,24.841457
臺東縣池上鄉福文村東3線與文田路路口,121.218279,23.129391
臺南市新化區護國里中山路96號前0.0公尺,120.313598,23.042199
桃園市平鎮區復旦路二段口 / 桃園市平鎮區廣泰路口,121.201386,24.947345
高雄市橋頭區國道1號 352公里700.0公尺處南側向內側,120.333758,22.753875
花蓮縣玉里鎮長良143號前,121.288295,23.277001
新竹市香山區中華路六段460巷,120.913117,24.734015
臺中市北屯區東山里東山路一段 / 臺中市北屯區東山里祥順路二段,120.737369,24.178431
嘉義市東區民族里吳鳳北路 / 嘉義市東區民族里光華路,120.453435,23.477829
桃園市中壢區忠義路49號前0.0公尺,121.239674,24.961530
新竹縣橫山鄉中豐路三段66號,121.162575,24.739019
彰化縣二林鎮西斗里斗苑路2段806號前0.0公尺前,120.430932,23.896428
苗栗縣通霄鎮坪頂里苗37線6公里處,120.712843,24.441051
花蓮縣吉安鄉東里十一街64號前0.0公尺,121.596121,23.964043
臺東縣臺東市中華路口 / 臺東縣臺東市復興路口,121.150913,22.752001
屏東縣萬丹鄉田厝村惠崙路口 / 屏東縣萬丹鄉田厝村惠崙路口,120.475039,22.587652
新北市三重區國道路1段135號前0.0公尺,121.481260,25.072889
苗栗縣通霄鎮國道3號 141公里400.0公尺處南側向內側,120.703844,24.490201
宜蘭縣蘇澳鎮蘇濱路3段176號前8.0公尺附近,121.835110,24.643009
高雄市路竹區高11鄉道社東550燈桿號前0.0公尺,120.286300,22.863450
桃園市新屋區東明里中山西路1段438號前0.0公尺附近,121.086092,24.975993
彰化縣大城鄉公館村東平路前0.0公尺,120.347625,23.906731
新北市石門區新北市石門區台2線道路與阿里荖15號,121.607722,25.280475
高雄市仁武區高楠公路28號前0.0公尺,120.321851,22.692201
臺南市後壁區嘉苳里省道臺1線口 / 臺南市後壁區嘉苳里區道南80線口,120.356303,23.350212
苗栗縣後龍鎮台61線98.3公里處北向側車道,120.798295,24.646322
彰化縣大村鄉福興村東美路前0.0公尺,120.585045,23.989089
雲林縣麥寮鄉麥寮鄉崙後村沙崙後8-10號旁路口,120.265970,23.769019
屏東縣屏東市公園路口 / 屏東縣屏東市民權路口,120.492301,22.673795
嘉義縣義竹鄉溪洲村村里道路(鳳山宮牌樓前),120.245220,23.390473
臺東縣長濱鄉台11線 92公里100.0公尺處附近,121.425713,23.272367
桃園市大溪區康莊路5段403巷前0.0公尺口,121.268646,24.829029
新北市永和區新北市永和區福和橋道路往台北市方向,121.515477,25.017918
臺中市西區雙龍里英才路 / 臺中市西區雙龍里模範街,120.665285,24.147474
桃園市中壢區環西路2段101號前0.0公尺附近,121.209778,24.964084
嘉義縣鹿草鄉西井村167線7公里700公尺處,120.298578,23.419315
屏東縣新園鄉仙吉村仙吉路291號前0.0公尺,120.442154,22.477400
桃園市八德區國道2號 19公里900.0公尺處西側向外側,121.325041,24.954143
屏東縣枋山鄉加祿路枋山-枋寮線108-13號電桿前,120.622731,22.337234
臺中市北屯區東山里東山路二段前0.0公尺,120.772645,24.197222
臺中市清水區國道4號 2公里800.0公尺處西側向交流道,120.695360,24.271531
臺東縣太麻里鄉台九線400.65K南下車道,120.959055,22.506938
高雄市鳳山區中山東路 / 高雄市鳳山區勝利路,120.373794,22.625541
新北市新莊區中環路1段 / 新北市新莊區景德路,121.442516,25.056761
屏東縣竹田鄉信實路177號,120.544718,22.593208
臺南市永康區鹽水溪河堤道路西往東鹽洲里323號路燈附近,120.237734,23.049218
屏東縣萬丹鄉廣安村萬丹路2段口 / 屏東縣萬丹鄉廣安村萬丹路2段口,120.486564,22.609794
桃園市大園區大觀路口 / 桃園市大園區大觀路,121.164458,25.057300
南投縣草屯鎮中山里草溪路791號,120.679296,23.972447
桃園市龜山區文化一路口 / 桃園市龜山區文德路口,121.376425,25.054914
新北市土城區金城路3段 / 新北市土城區延和路,121.470289,24.989384
臺北市信義區基隆路2段131-4號前0.0公尺,121.556580,25.028032
臺中市梧棲區草湳里港埠路一段547號前0.0公尺,120.530450,24.237225
臺東縣臺東市台11線 174公里200.0公尺處,121.069404,22.710388
雲林縣四湖鄉鹿場村下鹿場路139號前0.0公尺,120.232912,23.617432
基隆市暖暖區基隆市暖暖區八堵路189-5號之5八堵加油站對面,121.711565,25.114249
臺中市南區永和里高工路391號前0.0公尺,120.667945,24.114561
臺南市鹽水區汫水里南77線1公里處,120.272627,23.339662
屏東縣萬丹鄉台88線 16.3公里50.0公尺處附近向交流道,120.481275,22.569148
臺東縣鹿野鄉台9線 332公里500.0公尺處,121.145035,22.932031
花蓮縣豐濱鄉台11線 32公里700.0公尺處附近向內側,121.556610,23.733981
彰化縣二林鎮萬合里江山巷前0.0公尺,120.407469,23.930397
花蓮縣吉安鄉縣193線 20公里900.0公尺處北側,121.594433,23.939998
新北市樹林區三龍街 / 新北市樹林區俊興街,121.414232,25.018608
臺南市佳里區文化路25號,120.181778,23.163125
花蓮縣豐濱鄉台11線 39公里500.0公尺處,121.548314,23.688892
桃園市中壢區國道1號 59公里500.0公尺處北側向外側,121.218300,24.971384
高雄市燕巢區中民路 / 高雄市燕巢區中西路,120.358964,22.793116
彰化縣鹿港鎮溝墘里溝墘巷87之26號前0.0公尺,120.483878,24.084418
桃園市桃園區大興西路1段口 / 桃園市桃園區新埔六街口,121.303018,25.013468
苗栗縣苑裡鎮海線 167.0公里453.0公尺,120.677505,24.409826
新竹縣新埔鎮中正路與中正一街口,121.082781,24.826966
基隆市安樂區基金一路110-62號前0.0公尺,121.714236,25.140380
新竹縣新豐鄉建興路1段198-39號前0.0公尺附近,120.996279,24.869983
雲林縣崙背鄉舊庄村154縣道頂厝枝1號電桿前,120.334686,23.788466
桃園市龜山區長壽路口 / 桃園市龜山區光峰路口,121.342810,25.001612
新北市五股區中興路3段168號前0.0公尺,121.443881,25.081347
南投縣仁愛鄉台14甲線 7公里400.0公尺處附近,121.158471,24.045367
苗栗縣造橋鄉國道3號 121公里100.0公尺處北側向中外,120.832635,24.650664
彰化縣埤頭鄉永豊村斗苑西路前0.0公尺,120.446505,23.894010
桃園市八德區新興路924號前0.0公尺,121.278064,24.942780
新北市土城區國道3號 40公里500.0公尺處南側向內側,121.441498,24.966118
嘉義縣中埔鄉富收村嘉139線5.8公里處,120.490205,23.441779
桃園市平鎮區中豐路口 / 桃園市平鎮區中豐路口,121.215669,24.935480
新北市樹林區新北市樹林區中山路2段72號對面,121.415511,24.984179
臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,121.140352,22.767968
南投縣埔里鎮中山路四段2之5號對面,120.944389,23.966331
桃園市中壢區中豐路129號前0.0公尺,121.220006,24.962359
高雄市楠梓區鳳楠路 / 高雄市楠梓區楠興東路,120.332643,22.720404
新北市新莊區新北市新莊區重新堤外道路與重新堤外道路10K+100往樹林方向,121.453971,25.033547
高雄市三民區中華二路 / 高雄市三民區熱河二街,120.291760,22.644803
臺南市佳里區縣176線 12公里750.0公尺處西側,120.186983,23.164846
高雄市田寮區外安 / 高雄市田寮區外安,120.388708,22.861438
新竹縣新豐鄉康樂路1段306巷前0.0公尺附近,120.986755,24.870812
彰化縣田中鎮中路里文中街 / 彰化縣田中鎮中路里文中一街,120.591093,23.854376
彰化縣芬園鄉縣庄村彰南路2段526號前0.0公尺,120.632973,23.995006
新北市土城區金城路2段 / 新北市土城區裕民路,121.455572,24.982137
高雄市小港區鳳林路東側 / 高雄市小港區鳳北路,120.344412,22.528432
苗栗縣後龍鎮復興里新港三路1220號,120.809958,24.610433
高雄市鳳山區五甲三路 / 高雄市鳳山區五福二路,120.324500,22.590270
嘉義市西區湖內里健康三路 / 嘉義市西區湖內里湖美十路,120.436513,23.447869
臺南市玉井區台3線 374公里900.0公尺處向外側,120.472351,23.114833
臺東縣臺東市中華大橋北端(台11線160K)處,121.173547,22.776035
桃園市八德區中山一路101號前0.0公尺,121.282893,24.921706
彰化縣員林市三和里浮圳路2段177號前0.0公尺前,120.582371,23.967296
新北市板橋區新北市板橋區海山路與民族路219巷口,121.468854,25.009212
